,Age,Experience,Income,CCAvg,Mortgage,Family_2,Family_3,Family_4,Education_2,Education_3,Personal_Loan_1,Securities_Account_1,CD Account_1,Online_1,CreditCard_1
3106,36,10,21,0.1,0,0,1,0,1,0,0,0,0,0,0
3343,62,37,125,1.0,0,0,0,0,0,1,1,0,0,1,0
4684,59,34,103,2.6,0,0,0,0,0,0,0,0,0,1,0
4387,37,12,72,0.7,0,0,0,1,0,1,0,0,0,0,0
3318,46,20,105,3.2,0,0,0,1,0,0,1,0,0,0,0
650,47,22,122,5.1,163,0,0,0,0,1,1,1,0,0,0
4150,46,20,72,1.7,75,1,0,0,1,0,0,0,0,1,0
2133,39,15,41,2.0,176,0,0,0,1,0,0,0,0,1,0
4235,27,1,91,0.2,0,1,0,0,0,0,0,0,0,1,0
1419,30,4,39,1.5,0,0,0,0,0,0,0,0,0,0,1
730,43,18,140,7.0,205,0,0,0,0,0,0,0,0,1,0
2403,38,13,140,0.5,0,0,0,1,0,0,1,0,0,0,0
345,51,27,12,0.5,78,0,0,1,1,0,0,1,0,1,0
4105,39,15,139,3.4,353,0,0,0,0,0,0,0,0,1,0
3305,39,13,78,2.8,0,0,0,0,0,1,0,0,0,0,0
4228,34,10,83,2.0,148,1,0,0,1,0,0,0,0,0,0
3265,40,14,61,0.5,0,0,1,0,0,1,0,0,0,1,0
2123,28,2,9,0.1,0,0,0,0,1,0,0,0,0,1,0
2473,57,32,39,0.9,147,0,0,1,0,0,0,0,0,0,0
4845,45,21,128,4.7,0,0,0,0,0,0,0,0,0,0,0
1392,47,23,33,1.0,0,0,0,0,0,0,0,0,0,1,1
2779,59,35,168,4.1,0,0,0,1,1,0,1,0,0,1,0
913,57,32,34,2.0,0,1,0,0,1,0,0,1,0,0,0
3954,32,7,134,3.1,0,1,0,0,0,0,0,0,0,0,0
794,54,29,44,2.3,0,1,0,0,0,1,0,0,0,1,0
960,46,22,144,3.3,0,1,0,0,0,0,0,0,0,1,1
392,54,29,48,1.8,0,0,0,1,0,1,0,0,0,1,0
4733,49,23,121,4.9,0,0,0,0,0,0,0,0,0,1,0
268,64,39,129,2.5,0,0,0,0,0,0,0,0,0,1,0
342,43,19,118,3.3,0,1,0,0,0,0,0,0,0,0,1
1794,56,32,98,3.9,0,0,1,0,0,1,1,0,0,0,0
1653,26,1,24,0.9,123,1,0,0,0,1,0,0,0,0,1
1962,28,4,155,6.33,0,0,0,0,0,0,0,0,0,0,0
1959,50,24,130,1.0,0,0,0,0,0,0,0,0,0,0,0
1751,55,31,25,0.2,0,1,0,0,0,0,0,0,0,0,0
3407,58,32,19,0.7,0,0,0,1,0,1,0,0,0,0,0
3616,41,15,69,1.5,78,0,0,0,0,1,0,0,0,1,0
4614,56,30,15,0.7,102,0,0,1,0,1,0,0,0,0,0
1881,46,19,82,2.67,0,0,1,0,1,0,0,0,0,0,0
893,58,32,43,1.4,0,0,1,0,0,0,0,0,0,0,1
695,29,4,115,1.9,0,0,0,0,0,0,0,0,0,0,0
1827,56,30,113,2.7,352,1,0,0,0,0,0,0,0,0,1
2498,38,14,111,6.1,326,1,0,0,0,0,0,0,0,0,0
2293,42,17,14,0.1,0,1,0,0,1,0,0,0,0,1,0
2534,56,30,90,1.9,0,0,0,0,1,0,0,0,0,1,0
1942,61,36,29,0.5,0,1,0,0,1,0,0,0,0,1,0
4500,50,26,24,0.5,0,0,0,1,1,0,0,0,0,0,1
1926,30,6,41,2.4,0,0,0,0,1,0,0,0,0,1,0
443,48,24,29,1.0,0,0,0,0,0,0,0,0,0,0,0
4352,40,16,59,2.67,0,0,0,1,0,0,0,0,0,1,0
1377,27,3,109,2.5,0,1,0,0,0,0,0,0,0,1,0
2889,53,29,33,1.9,144,0,1,0,1,0,0,0,0,0,0
4816,50,24,83,3.0,0,0,1,0,1,0,0,0,0,0,1
4848,58,32,145,0.5,119,1,0,0,0,0,0,0,0,1,0
1195,32,7,123,2.9,0,1,0,0,1,0,1,0,0,1,0
2667,63,39,58,0.0,0,0,0,0,1,0,0,0,0,1,0
495,25,0,44,0.6,0,0,0,1,1,0,0,0,0,1,1
4990,55,25,58,2.0,219,0,0,1,0,1,0,0,0,0,1
2227,61,35,59,1.7,0,0,0,1,1,0,0,0,0,1,1
1373,60,35,135,0.3,0,0,1,0,0,1,1,0,0,1,0
4824,32,6,25,1.0,0,0,1,0,0,0,0,0,0,1,0
2730,56,30,43,0.3,0,1,0,0,0,0,0,1,0,0,0
4148,46,22,80,2.0,0,0,0,1,0,1,0,0,0,1,0
4751,41,17,154,1.7,0,0,0,0,0,0,0,0,0,0,1
4603,37,12,179,8.6,0,0,0,0,0,0,0,0,0,1,0
54,29,5,44,0.2,0,0,0,0,0,1,0,0,0,1,0
2497,33,9,14,0.9,114,0,1,0,0,1,0,0,0,0,0
3015,44,18,68,2.9,0,0,0,1,0,0,0,1,0,0,1
1891,42,18,50,2.2,0,0,0,1,1,0,0,0,0,0,0
2773,63,37,185,7.9,358,1,0,0,1,0,1,0,0,1,0
3803,42,18,83,2.0,0,0,0,1,0,1,0,0,0,1,0
3301,48,22,59,2.6,0,0,0,1,0,0,0,0,0,1,1
3186,41,16,98,1.0,296,0,1,0,0,0,0,0,0,0,0
632,57,32,165,2.7,0,0,0,1,0,1,1,0,0,1,0
577,52,28,149,6.8,0,1,0,0,0,0,0,0,0,1,0
2406,31,7,10,0.5,81,0,0,0,0,1,0,0,0,1,0
4686,61,35,113,2.8,0,1,0,0,0,0,0,0,0,0,0
787,45,15,202,10.0,0,0,1,0,0,1,1,0,0,0,0
1080,47,22,24,0.4,142,0,0,1,1,0,0,0,0,1,0
4254,51,27,68,1.6,0,0,0,0,0,1,0,0,0,1,0
233,62,37,58,1.7,0,0,0,1,0,0,0,0,0,1,0
4109,27,0,30,1.0,0,0,0,1,0,1,0,0,0,1,1
1938,30,4,38,1.9,0,0,0,0,0,1,0,0,0,1,0
2917,55,31,34,1.5,101,0,1,0,0,0,0,0,0,1,0
2233,59,35,39,1.8,0,0,0,0,0,1,0,0,0,1,0
4610,37,13,79,3.6,104,0,0,0,1,0,0,0,0,1,0
4865,50,24,133,1.4,342,0,0,1,1,0,1,0,0,0,1
784,48,22,98,6.3,0,1,0,0,0,0,0,0,0,0,0
4427,31,7,18,0.4,0,0,0,0,0,1,0,0,0,0,0
3227,31,7,18,0.4,0,0,0,0,0,1,0,0,0,1,0
1385,57,31,82,2.0,83,1,0,0,0,0,0,0,0,0,1
785,46,22,164,7.6,0,1,0,0,0,0,0,0,1,1,1
524,24,-1,75,0.2,0,0,0,1,0,0,0,0,0,1,0
714,50,23,98,2.0,0,0,1,0,1,0,0,0,0,0,0
4524,48,24,79,0.7,0,0,1,0,0,0,0,0,0,1,1
2738,35,9,103,4.5,0,1,0,0,0,1,0,0,0,1,0
4236,37,12,128,3.9,0,1,0,0,0,0,0,0,0,1,1
1740,45,20,59,2.4,0,0,0,0,0,0,0,1,1,1,0
3998,34,10,41,1.33,0,0,0,0,0,0,0,0,0,0,1
4067,52,28,21,0.5,0,0,0,1,1,0,0,0,0,1,0
4413,29,2,31,1.5,0,0,0,1,1,0,0,0,0,0,1
857,49,25,30,0.2,0,0,0,1,0,0,0,0,1,1,1
4461,46,21,30,1.9,0,0,0,1,0,1,0,0,0,1,0
292,30,5,38,0.8,129,0,0,1,0,0,0,0,0,1,1
2159,61,35,99,4.8,255,0,0,0,0,1,1,0,0,0,1
561,63,33,41,1.67,0,0,0,1,0,1,0,0,0,1,0
4418,59,34,145,1.8,198,0,0,1,0,0,1,0,0,1,0
93,60,34,64,1.7,236,1,0,0,0,1,0,1,0,1,0
661,63,38,52,2.8,0,1,0,0,0,0,0,0,0,1,0
3414,61,36,18,1.3,0,0,0,0,0,0,0,0,0,0,0
1061,47,22,33,1.4,0,0,0,0,0,1,0,0,0,1,0
2374,32,5,41,1.0,112,1,0,0,1,0,0,1,0,1,0
4933,47,23,94,4.7,0,0,0,0,0,0,0,0,0,1,1
3908,24,0,44,0.1,0,0,1,0,1,0,0,0,0,0,0
2689,40,16,104,3.4,249,0,0,0,0,0,0,0,0,0,0
657,38,8,23,0.67,0,0,0,0,0,1,0,0,0,0,0
3527,35,10,24,1.1,0,0,0,1,0,1,0,0,0,0,0
3782,30,5,80,2.2,0,0,0,1,1,0,0,1,0,1,0
4757,26,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0
3665,43,19,70,2.33,0,0,1,0,0,0,0,1,0,0,0
4393,24,0,59,1.6,0,0,0,1,0,0,0,0,0,0,0
389,45,20,155,7.0,0,0,0,0,0,0,0,0,0,1,1
101,61,36,30,1.3,0,0,1,0,1,0,0,0,0,0,0
3652,35,9,69,2.2,0,0,0,1,1,0,0,0,0,0,1
2594,48,23,79,0.2,0,0,0,0,1,0,0,0,0,0,0
938,62,37,19,0.4,124,0,0,1,1,0,0,1,0,0,0
2457,42,17,19,0.0,85,1,0,0,0,1,0,0,0,1,1
4055,42,18,65,2.1,0,0,1,0,0,1,0,0,0,1,1
3180,27,3,103,0.6,84,1,0,0,0,0,0,0,0,0,0
6,53,27,72,1.5,0,1,0,0,1,0,0,0,0,1,0
1063,56,30,39,1.4,131,0,1,0,0,0,0,0,0,0,1
3525,59,34,13,0.9,0,0,0,1,1,0,0,0,0,0,0
1810,60,34,35,0.2,0,0,0,0,0,0,0,0,0,1,0
1103,38,14,49,1.8,0,0,0,0,0,0,0,0,0,0,0
224,52,27,58,1.8,91,0,0,1,0,1,0,0,0,0,0
959,49,24,68,0.2,163,0,0,0,1,0,0,0,0,0,0
2156,35,11,93,2.7,0,1,0,0,0,0,0,0,0,1,1
1227,39,13,30,0.2,0,0,1,0,1,0,0,0,0,0,0
436,61,35,50,1.4,112,0,1,0,0,1,0,0,0,1,0
3683,53,27,62,3.0,0,0,1,0,1,0,0,1,0,0,0
2402,48,21,23,0.67,95,0,1,0,1,0,0,0,0,0,0
1043,51,27,21,0.4,0,0,1,0,0,0,0,0,0,1,0
3415,36,12,93,2.2,0,1,0,0,0,0,0,0,0,1,1
2470,33,7,81,4.5,187,1,0,0,0,1,0,0,1,1,1
1960,44,19,30,0.0,0,0,0,1,1,0,0,0,0,1,0
2226,25,1,98,5.4,0,0,0,0,0,0,0,0,0,1,0
4701,42,16,49,2.8,0,0,0,0,0,0,0,0,0,0,0
1771,46,21,9,0.7,0,1,0,0,0,1,0,0,0,1,0
4462,33,7,39,0.8,0,0,0,1,0,0,0,0,0,1,1
1854,52,25,41,1.0,0,0,1,0,1,0,0,0,0,1,0
4416,49,25,8,0.3,97,0,0,0,0,0,0,0,0,0,0
3915,38,13,91,2.8,0,0,0,0,0,0,0,0,0,1,1
4814,60,34,41,2.2,0,0,1,0,0,1,0,0,0,0,1
548,49,23,61,1.4,0,0,0,0,0,1,0,0,0,1,1
2563,39,13,94,1.5,0,0,0,0,0,1,0,0,0,0,1
3159,57,33,62,2.67,240,0,1,0,0,0,0,0,0,0,0
4184,51,25,99,2.4,0,1,0,0,1,0,0,0,0,0,0
1381,38,12,22,0.2,0,0,1,0,1,0,0,0,0,1,0
1463,35,10,94,0.0,174,0,0,0,0,0,0,0,0,1,0
2136,50,26,115,1.2,0,0,0,0,0,1,1,0,0,0,1
3473,59,34,52,0.7,0,0,0,1,0,0,0,1,0,0,0
1802,29,3,121,1.3,0,1,0,0,0,0,0,0,0,0,0
2463,35,9,44,0.2,0,0,0,1,0,0,0,0,0,1,0
4066,61,37,61,2.0,0,0,1,0,0,1,0,0,0,1,0
2536,51,25,104,4.2,0,0,0,0,1,0,1,0,0,1,0
464,43,19,83,3.6,0,0,0,1,0,1,1,0,0,0,1
2142,55,31,62,1.5,0,0,0,1,0,0,0,0,0,1,0
4552,50,23,64,2.67,0,0,0,0,1,0,0,0,0,0,0
725,39,15,119,6.1,0,1,0,0,0,0,0,0,0,0,0
3816,55,30,70,2.0,0,0,1,0,1,0,0,0,0,1,1
940,61,36,193,4.7,203,0,0,0,0,1,1,0,0,1,0
4082,32,6,83,2.2,0,0,0,1,1,0,0,0,0,0,0
231,35,10,61,2.1,0,0,0,1,0,1,0,0,0,1,0
3323,60,35,20,1.3,0,0,0,0,0,0,0,0,0,1,0
3330,34,9,32,1.1,0,0,0,1,0,1,0,0,0,1,0
1427,31,5,85,1.3,119,1,0,0,0,0,0,0,0,1,1
3975,50,23,25,0.5,0,0,0,0,1,0,0,0,0,1,0
1143,33,7,120,3.2,0,0,0,0,0,1,1,0,0,1,0
1035,43,17,81,2.6,0,0,0,1,0,1,0,1,0,1,0
1533,62,37,155,1.3,0,0,0,0,0,0,0,0,0,0,0
1837,43,18,103,1.0,180,0,1,0,0,0,0,0,0,1,1
1456,36,11,39,1.7,0,0,0,1,0,0,0,0,0,1,0
3021,54,28,159,0.5,461,1,0,0,0,0,0,0,0,1,0
4939,54,29,70,2.0,116,0,1,0,1,0,0,0,0,1,1
3335,35,10,118,7.8,358,1,0,0,0,0,0,0,0,0,0
4425,26,0,164,4.0,301,1,0,0,0,1,1,0,0,1,0
1650,31,6,83,2.2,106,0,0,1,1,0,0,0,0,1,0
3779,53,27,64,2.6,0,0,0,1,0,0,0,0,0,1,1
4181,47,22,22,0.4,0,0,0,0,0,1,0,0,0,1,0
773,41,16,120,3.9,0,1,0,0,0,0,0,0,0,1,1
1991,46,22,30,0.5,0,0,1,0,0,0,0,0,0,0,0
2961,60,36,50,1.8,0,0,0,0,0,1,0,0,0,1,0
1924,62,38,78,1.8,0,0,0,0,0,1,0,0,0,0,0
2621,45,18,42,2.5,0,0,1,0,1,0,0,0,0,0,0
3982,24,0,119,1.5,0,0,0,0,0,0,0,0,0,1,0
201,35,9,20,1.4,0,1,0,0,0,1,0,0,0,1,1
3794,52,27,39,0.2,0,0,0,1,1,0,0,1,0,1,0
2408,48,22,85,1.1,203,0,1,0,0,0,0,0,0,1,0
3213,39,9,32,2.0,116,0,1,0,0,1,0,0,0,1,0
3523,29,4,150,0.8,0,0,0,0,0,0,0,0,0,0,1
416,40,15,85,0.4,0,1,0,0,0,0,0,0,0,1,0
3618,35,8,48,1.0,0,1,0,0,1,0,0,0,0,1,0
4864,41,16,52,2.2,0,1,0,0,0,1,0,0,0,1,0
1736,57,31,131,2.7,394,1,0,0,0,0,0,0,0,0,1
3626,24,-3,28,1.0,0,0,0,1,0,1,0,0,0,0,0
3675,60,34,110,2.0,0,1,0,0,0,0,0,0,0,1,0
338,29,3,153,2.0,392,1,0,0,0,0,0,0,0,0,0
260,51,27,58,0.0,0,0,0,0,0,0,0,0,0,0,1
3053,28,4,114,0.2,0,1,0,0,0,0,0,0,0,1,0
719,61,35,110,4.4,0,0,1,0,0,0,0,1,0,1,0
2816,50,26,128,0.4,0,1,0,0,0,0,0,0,0,1,0
568,34,9,41,0.1,161,1,0,0,0,0,0,0,0,1,1
1793,35,9,113,0.8,0,0,1,0,0,1,1,0,0,1,0
1884,57,33,163,7.4,0,0,0,0,0,0,0,0,0,1,0
376,45,21,61,0.7,0,0,1,0,0,0,0,0,0,0,0
3240,62,36,63,1.6,118,0,0,0,0,0,0,0,0,1,0
4285,23,-3,149,7.2,0,1,0,0,0,0,0,0,0,1,0
2634,34,9,75,2.8,194,0,0,0,0,0,0,0,0,0,0
605,57,31,41,0.2,0,0,0,0,0,0,0,0,0,1,1
1807,46,20,61,0.4,0,1,0,0,0,1,0,0,0,0,0
3361,31,5,85,1.6,87,0,1,0,0,0,0,0,0,1,1
4220,54,30,39,0.1,0,0,0,1,0,1,0,1,0,1,0
3256,34,9,41,2.5,0,0,0,0,0,1,0,0,0,0,0
302,45,21,152,7.5,0,1,0,0,0,0,0,0,0,1,0
3737,44,19,30,0.5,0,0,0,0,0,1,0,0,0,1,0
4281,28,1,34,1.5,162,0,0,1,1,0,0,0,0,0,1
232,46,19,38,2.5,135,0,1,0,1,0,0,0,0,0,0
2625,61,36,108,3.4,0,0,0,1,1,0,0,0,0,1,0
1422,32,8,32,1.0,103,1,0,0,1,0,0,0,1,1,1
362,58,32,113,1.4,270,1,0,0,0,0,0,0,0,0,1
2712,31,7,32,1.7,0,0,0,0,0,0,0,0,0,1,0
1748,49,23,79,0.7,151,0,1,0,1,0,0,0,0,1,0
125,60,35,80,0.5,0,0,1,0,0,0,0,0,0,1,0
4394,57,31,25,0.7,103,1,0,0,1,0,0,0,0,0,0
953,51,26,28,0.2,0,0,0,1,1,0,0,1,0,1,0
481,33,9,53,1.2,0,0,0,0,0,0,0,0,0,0,1
3125,46,20,18,0.2,0,0,0,0,0,0,0,0,0,1,1
4171,58,31,49,2.5,0,0,0,1,1,0,0,0,0,1,0
4046,25,0,72,2.6,0,0,1,0,0,1,0,0,0,1,0
710,43,17,59,0.9,87,0,1,0,0,1,0,0,0,1,1
4918,50,25,42,0.7,110,1,0,0,1,0,0,0,0,0,1
4731,37,11,29,1.4,0,1,0,0,0,1,0,0,0,1,1
2011,46,21,39,0.0,0,0,0,1,1,0,0,0,0,1,0
3536,50,24,112,0.3,229,0,0,0,0,0,0,0,0,0,0
709,29,4,72,2.2,0,0,0,1,0,0,0,0,0,1,0
3719,33,8,53,2.3,76,0,1,0,0,0,0,0,0,1,0
2858,36,11,158,7.8,114,1,0,0,0,0,0,0,0,1,1
3544,45,19,109,1.1,0,0,1,0,0,0,0,0,0,0,0
3466,33,6,53,1.0,96,1,0,0,1,0,0,0,0,0,1
813,50,25,130,1.1,0,0,0,0,1,0,1,0,0,1,0
130,28,4,81,1.5,276,0,1,0,0,0,0,0,0,1,0
3535,52,27,65,1.2,0,0,0,0,0,0,0,0,0,1,1
1542,50,20,19,0.4,0,0,0,1,0,1,0,0,0,0,0
2487,45,20,40,0.5,0,0,0,0,0,1,0,1,0,1,0
4809,43,19,32,0.6,0,0,1,0,1,0,0,0,0,0,0
490,34,10,90,2.7,0,1,0,0,0,0,0,0,0,1,0
3766,59,35,108,3.8,304,0,0,1,1,0,1,0,0,1,0
2993,65,40,20,0.1,0,0,1,0,0,1,0,0,0,0,1
4563,28,2,188,4.5,0,1,0,0,0,0,0,1,0,1,0
351,28,4,155,5.3,0,0,0,1,1,0,1,0,0,1,0
186,48,23,45,0.3,0,0,0,0,0,0,0,0,0,1,1
3116,36,10,21,0.1,0,0,1,0,1,0,0,0,0,0,1
2846,67,43,105,1.7,0,0,0,1,1,0,0,0,0,1,0
4543,62,38,33,0.1,0,0,1,0,0,1,0,0,0,1,0
4290,66,42,95,0.0,0,1,0,0,0,1,0,0,0,1,0
399,28,3,84,0.2,0,0,0,1,0,0,0,0,0,1,1
2270,26,2,51,2.6,0,0,0,1,0,0,0,0,0,1,0
2031,60,35,80,0.5,0,0,1,0,0,0,0,0,0,1,0
4291,46,21,34,0.1,124,0,0,0,0,0,0,0,0,1,0
1049,35,10,23,0.2,0,0,0,1,0,1,0,0,0,1,0
1100,42,16,13,0.2,0,0,0,0,0,0,0,0,0,1,0
2343,58,34,55,0.8,168,0,0,0,0,0,0,0,0,1,1
2505,33,7,43,0.8,0,0,0,1,0,0,0,0,0,0,0
4665,40,16,65,3.2,0,1,0,0,0,0,0,0,0,1,0
3167,62,38,58,1.2,228,0,0,1,1,0,0,0,0,0,1
3203,44,20,119,7.5,239,1,0,0,0,0,0,0,0,1,0
421,28,3,115,3.1,0,0,0,1,1,0,1,0,0,0,0
1540,34,8,11,0.3,0,0,0,1,0,0,0,1,1,1,1
1401,40,15,84,3.7,0,0,0,0,0,1,0,0,0,1,0
2279,47,23,34,0.6,0,0,0,1,0,0,0,0,1,1,1
963,39,14,24,0.3,0,1,0,0,1,0,0,0,0,0,0
1777,52,27,34,0.7,114,1,0,0,1,0,0,0,0,1,1
1163,34,9,138,7.8,227,1,0,0,0,0,0,0,0,1,0
2274,40,15,21,0.0,0,1,0,0,0,1,0,0,0,1,0
2229,46,22,72,1.4,149,0,0,1,1,0,0,0,0,1,1
3459,26,1,88,1.8,0,1,0,0,1,0,0,0,0,0,0
487,39,13,88,1.4,0,0,0,1,1,0,0,0,0,1,1
3097,58,32,44,2.2,0,0,1,0,0,1,0,0,0,0,0
1249,51,27,80,2.6,0,0,0,0,1,0,0,0,0,1,1
435,52,26,80,0.8,0,0,1,0,0,0,0,0,0,0,0
4737,61,36,85,1.8,0,0,1,0,1,0,0,0,0,0,0
255,66,40,42,0.7,138,1,0,0,0,1,0,0,0,0,1
3641,59,35,74,2.3,0,0,0,1,0,1,0,0,0,0,0
829,55,30,81,3.8,0,0,0,1,1,0,0,0,0,1,0
788,58,34,10,0.7,0,0,0,1,0,0,0,0,0,0,0
1550,40,14,39,2.0,0,0,0,0,0,0,0,0,0,1,0
3362,30,4,18,0.3,0,1,0,0,1,0,0,0,0,1,0
3634,59,35,73,2.3,0,0,0,1,0,1,0,0,0,0,0
2008,63,38,31,1.1,125,0,0,0,0,1,0,0,0,1,0
2890,48,24,18,0.2,0,0,0,1,0,0,0,0,0,1,1
456,64,39,42,0.5,116,0,1,0,1,0,0,0,0,1,0
4008,61,31,154,7.5,351,0,1,0,0,1,1,0,1,1,1
1433,51,25,68,1.5,117,1,0,0,1,0,0,0,0,0,1
3651,49,23,140,1.9,0,0,0,0,0,1,1,0,0,0,1
1012,50,25,40,1.3,0,0,0,0,1,0,0,0,0,1,1
3505,64,39,103,0.8,0,0,0,0,0,1,0,0,0,1,1
1128,30,5,171,1.9,0,1,0,0,1,0,1,0,0,0,0
4682,55,25,44,1.0,0,0,1,0,0,1,0,0,0,1,0
1105,35,10,182,0.3,229,0,0,0,1,0,1,0,1,1,1
4748,43,18,38,0.5,144,0,0,0,0,1,0,0,0,1,0
398,54,30,23,0.4,0,1,0,0,0,0,0,0,0,0,0
4534,41,17,83,2.67,0,0,0,1,0,0,0,0,0,1,0
797,42,17,61,0.5,0,0,1,0,0,1,0,0,0,1,0
4495,38,14,82,2.67,0,0,0,1,0,0,0,0,0,0,0
4972,58,32,41,2.2,148,0,1,0,0,1,0,0,0,1,1
2925,59,35,42,0.4,0,0,0,1,0,0,0,0,0,1,0
3836,45,19,31,0.5,0,0,1,0,1,0,0,0,0,1,1
4140,63,38,32,1.5,0,0,0,0,1,0,0,0,0,0,0
3969,38,11,75,2.33,0,0,1,0,1,0,0,0,0,1,0
2535,50,25,21,0.7,129,1,0,0,0,1,0,0,0,0,0
1361,50,26,38,0.9,0,0,0,1,1,0,0,0,0,1,0
1458,51,25,33,1.4,0,0,0,0,0,1,0,0,0,1,1
1334,47,22,35,1.3,0,1,0,0,0,0,0,0,0,1,0
4768,38,14,39,2.0,0,0,0,0,1,0,0,0,0,1,0
65,59,35,131,3.8,0,0,0,0,0,0,0,0,0,1,1
177,29,3,65,1.8,244,0,0,1,1,0,0,0,0,0,0
4489,39,13,21,0.2,0,0,1,0,1,0,0,0,0,1,0
3889,26,0,19,0.1,121,0,0,0,1,0,0,0,0,1,0
1922,39,15,25,1.4,0,0,0,0,0,1,0,0,0,0,0
26,40,16,83,0.2,0,0,0,1,0,1,0,0,0,0,0
2458,46,20,72,0.8,0,1,0,0,0,1,0,0,0,1,1
525,64,38,79,2.8,179,1,0,0,0,0,0,0,0,0,0
3590,32,7,64,0.1,0,1,0,0,0,0,0,0,0,1,1
1253,57,33,45,1.5,204,0,0,1,0,0,0,0,0,1,0
2661,66,41,145,2.5,0,0,0,0,0,0,0,0,0,1,0
1145,32,6,99,1.5,0,1,0,0,0,1,0,0,0,0,1
4856,56,31,80,1.3,0,0,0,1,0,1,0,0,0,1,0
321,44,20,101,4.4,82,0,1,0,1,0,1,0,0,0,0
1988,52,28,18,0.3,120,0,0,0,0,0,0,0,0,1,0
664,54,30,64,1.8,227,0,0,0,0,1,0,0,0,0,1
1906,42,17,98,0.4,275,1,0,0,0,0,0,0,0,1,0
2223,53,28,74,2.0,0,0,1,0,1,0,0,1,0,0,0
2105,31,5,49,1.8,0,0,0,1,0,1,0,0,0,1,1
3713,46,20,74,0.7,0,0,1,0,1,0,0,0,0,1,1
2019,43,17,44,0.2,0,0,0,0,0,0,0,1,1,1,0
332,59,33,42,0.8,0,0,0,0,1,0,0,0,0,1,0
4130,56,30,75,1.9,125,0,0,0,1,0,0,0,0,1,0
2823,33,7,21,0.6,0,0,0,0,0,1,0,1,0,0,0
2750,57,33,24,0.1,0,0,0,0,1,0,0,0,0,0,0
2404,41,15,75,1.5,0,0,0,0,0,1,0,0,0,1,0
598,56,31,11,0.2,90,1,0,0,0,1,0,0,0,0,0
4514,24,-3,41,1.0,0,0,0,1,0,1,0,0,0,1,0
386,30,5,41,1.7,0,0,0,1,1,0,0,0,0,1,0
2164,27,3,104,2.5,184,1,0,0,0,0,0,1,0,1,0
1459,47,20,38,2.5,0,0,1,0,1,0,0,0,0,0,0
1749,46,22,52,2.1,221,1,0,0,0,1,0,0,0,0,0
3492,35,9,28,0.6,0,0,0,0,0,1,0,0,0,0,1
3091,58,32,42,1.4,158,0,1,0,0,1,0,0,0,0,1
1792,46,20,118,5.7,0,0,0,0,0,0,0,0,1,1,1
228,47,22,53,1.9,98,0,0,1,0,1,0,1,1,0,1
1028,29,4,110,2.5,0,0,0,1,0,1,1,0,0,0,0
4766,41,15,54,2.1,0,0,1,0,0,0,0,0,0,1,0
498,32,8,43,2.1,0,0,0,0,0,1,0,0,0,0,1
3812,39,13,52,2.0,0,0,0,0,0,0,0,0,0,0,1
902,57,33,95,1.6,0,1,0,0,0,0,0,0,0,0,0
3774,51,26,52,1.8,0,0,0,1,0,1,0,0,0,1,0
701,44,19,62,0.8,0,0,1,0,0,1,0,0,0,0,1
3158,54,28,64,0.8,0,1,0,0,0,1,0,1,0,1,0
2443,28,3,161,1.7,422,0,0,1,0,1,1,0,1,1,1
2679,57,32,43,2.1,166,1,0,0,0,1,0,0,0,1,0
4732,39,13,69,0.1,247,0,1,0,0,0,0,0,0,0,0
3740,59,35,174,4.7,0,0,0,0,0,0,0,0,0,1,1
4707,59,35,91,1.6,0,1,0,0,0,0,0,1,0,0,1
1237,38,13,169,6.8,0,0,0,0,0,1,1,0,1,1,1
2273,27,1,83,2.1,0,0,0,1,0,1,0,0,0,1,1
1238,28,2,63,1.6,0,1,0,0,0,1,0,0,0,1,0
2785,34,9,31,1.1,85,0,0,1,0,1,0,1,1,1,1
3287,39,13,32,0.8,0,1,0,0,0,1,0,0,0,1,0
4176,44,18,75,0.7,0,0,0,0,0,1,0,0,0,0,1
2768,48,22,163,2.4,396,0,0,0,0,0,0,0,0,1,0
1995,35,11,41,2.4,0,0,0,0,1,0,0,0,0,0,0
1956,42,18,89,0.8,184,0,0,1,0,0,0,0,0,0,0
3290,52,27,113,0.1,0,0,0,0,0,1,0,0,0,0,0
4765,58,34,82,4.3,263,0,0,0,0,0,0,0,0,0,0
3748,33,7,100,2.7,126,0,0,0,1,0,0,0,0,1,0
138,59,34,42,1.5,0,0,1,0,0,0,0,1,1,0,1
3844,51,27,75,2.7,0,0,0,0,0,0,0,0,0,0,0
4019,62,36,28,0.7,0,0,1,0,1,0,0,0,0,1,0
4108,64,39,73,2.2,0,0,1,0,0,0,0,1,0,0,1
4007,31,7,35,1.0,0,1,0,0,1,0,0,0,0,0,1
3905,52,28,55,1.6,0,0,0,0,0,1,0,0,0,0,0
4621,57,32,60,1.7,0,0,1,0,0,0,0,1,1,1,1
4071,30,6,25,1.0,135,0,1,0,1,0,0,0,0,0,1
4435,46,21,34,1.3,116,1,0,0,0,0,0,0,0,0,0
1815,65,39,18,0.4,0,1,0,0,0,0,0,1,1,1,1
580,52,22,22,0.4,0,0,0,1,0,1,0,0,0,1,1
912,35,10,78,2.6,0,0,0,0,1,0,0,0,0,1,0
2610,40,16,60,3.2,0,1,0,0,0,0,0,0,0,0,0
367,32,8,98,2.0,175,1,0,0,1,0,0,0,0,1,0
